CustomerID,Usia,Jenis Kelamin,Masa Tenure,Frekuensi Penggunaan,Panggilan Dukungan,Keterlambatan Pembayaran,Tipe Langganan,Lama Kontrak,Total Pengeluaran,Interaksi Terakhir,Churn
15360,52,Male,17.0,26.0,4.0,6.0,Basic,Monthly,871.0,26.0,1.0
15361,20,Male,18.0,25.0,4.0,15.0,Standard,Annual,616.0,2.0,1.0
15362,60,Male,17.0,16.0,2.0,4.0,Standard,Quarterly,448.0,24.0,1.0
15363,50,Male,6.0,6.0,4.0,5.0,Basic,Annual,815.0,11.0,0.0
15364,30,Female,10.0,21.0,4.0,9.0,Basic,Monthly,495.0,18.0,1.0
15365,37,Male,55.0,16.0,4.0,8.0,Standard,Monthly,509.0,8.0,1.0
15366,53,Female,58.0,27.0,5.0,24.0,Standard,Monthly,269.0,25.0,1.0
15367,27,Female,10.0,10.0,2.0,11.0,Premium,Quarterly,527.0,18.0,1.0
15368,37,Female,53.0,1.0,9.0,14.0,Basic,Annual,720.0,18.0,1.0
15369,47,Female,5.0,4.0,6.0,25.0,Basic,Quarterly,852.0,22.0,1.0
15370,65,Female,26.0,9.0,1.0,19.0,Premium,Annual,595.0,1.0,1.0
15371,46,Male,23.0,27.0,3.0,13.0,Standard,Quarterly,679.0,21.0,0.0
15372,58,Male,47.0,10.0,5.0,13.0,Standard,Quarterly,144.0,24.0,1.0
15373,35,Female,2.0,1.0,7.0,17.0,Standard,Quarterly,772.0,23.0,1.0
15374,44,Male,35.0,1.0,4.0,3.0,Basic,Quarterly,293.0,24.0,1.0
15375,47,Male,42.0,22.0,6.0,23.0,Premium,Monthly,972.0,1.0,1.0
15376,32,Male,49.0,21.0,5.0,18.0,Basic,Quarterly,428.0,15.0,1.0
15377,48,Male,37.0,6.0,10.0,30.0,Standard,Annual,949.0,25.0,1.0
15378,41,Male,35.0,8.0,5.0,21.0,Standard,Annual,962.0,25.0,1.0
15379,49,Female,39.0,29.0,4.0,11.0,Premium,Quarterly,742.0,14.0,0.0
15380,48,Female,33.0,5.0,2.0,1.0,Standard,Annual,571.0,26.0,1.0
15381,20,Male,44.0,8.0,8.0,8.0,Basic,Monthly,614.0,13.0,1.0
15382,37,Female,22.0,6.0,1.0,29.0,Premium,Annual,910.0,24.0,1.0
15383,26,Male,47.0,29.0,6.0,18.0,Standard,Quarterly,639.0,20.0,1.0
15384,31,Female,34.0,11.0,4.0,22.0,Standard,Quarterly,787.0,25.0,1.0
15385,29,Male,60.0,14.0,7.0,29.0,Standard,Monthly,948.0,25.0,1.0
15386,25,Male,47.0,9.0,8.0,4.0,Standard,Annual,937.0,8.0,1.0
15387,51,Female,15.0,12.0,3.0,15.0,Premium,Quarterly,867.0,5.0,1.0
15388,41,Male,30.0,13.0,3.0,2.0,Standard,Monthly,694.0,9.0,1.0
15389,25,Male,31.0,29.0,0.0,23.0,Premium,Monthly,714.0,21.0,1.0
15390,37,Male,35.0,7.0,0.0,20.0,Basic,Annual,234.0,15.0,1.0
15391,57,Male,40.0,4.0,5.0,20.0,Premium,Annual,263.0,17.0,1.0
15392,58,Female,34.0,21.0,9.0,30.0,Premium,Annual,695.0,5.0,1.0
15393,40,Female,59.0,2.0,2.0,28.0,Basic,Annual,274.0,2.0,1.0
15394,33,Male,6.0,17.0,6.0,4.0,Standard,Monthly,772.0,20.0,1.0
15395,22,Male,11.0,2.0,1.0,22.0,Premium,Quarterly,687.0,4.0,1.0
15396,40,Female,38.0,1.0,4.0,5.0,Premium,Quarterly,669.0,30.0,1.0
15397,59,Female,50.0,21.0,10.0,13.0,Premium,Quarterly,342.0,16.0,1.0
15398,21,Male,35.0,21.0,8.0,28.0,Basic,Annual,953.0,21.0,1.0
15399,33,Female,28.0,18.0,5.0,17.0,Standard,Quarterly,847.0,7.0,1.0
15400,63,Female,55.0,17.0,5.0,5.0,Premium,Monthly,129.0,23.0,1.0
15401,54,Female,43.0,17.0,4.0,21.0,Premium,Monthly,857.0,26.0,1.0
15402,58,Male,9.0,27.0,4.0,28.0,Premium,Quarterly,579.0,2.0,1.0
15403,29,Female,42.0,24.0,8.0,17.0,Basic,Annual,294.0,24.0,1.0
15404,33,Female,21.0,16.0,5.0,20.0,Basic,Monthly,706.0,1.0,1.0
15405,49,Female,18.0,11.0,10.0,12.0,Premium,Annual,639.0,23.0,1.0
15406,49,Male,23.0,15.0,10.0,14.0,Standard,Quarterly,113.0,23.0,1.0
15407,54,Female,20.0,2.0,3.0,9.0,Standard,Monthly,930.0,5.0,1.0
15408,54,Female,25.0,2.0,6.0,15.0,Basic,Quarterly,309.0,24.0,1.0
15409,33,Female,49.0,6.0,5.0,0.0,Standard,Annual,747.0,29.0,1.0
15410,27,Female,25.0,11.0,6.0,26.0,Premium,Quarterly,646.0,2.0,1.0
15411,55,Male,49.0,23.0,6.0,13.0,Standard,Monthly,777.0,6.0,1.0
15412,42,Female,24.0,21.0,2.0,12.0,Standard,Quarterly,265.0,21.0,1.0
15413,31,Male,15.0,18.0,4.0,14.0,Basic,Annual,941.0,17.0,1.0
15414,63,Male,50.0,4.0,1.0,19.0,Basic,Monthly,826.0,9.0,1.0
15415,43,Female,7.0,11.0,8.0,4.0,Standard,Quarterly,337.0,12.0,1.0
15416,26,Male,49.0,23.0,3.0,22.0,Premium,Quarterly,217.0,17.0,1.0
15417,57,Male,46.0,13.0,6.0,12.0,Basic,Annual,102.0,5.0,1.0
15418,27,Male,41.0,1.0,10.0,26.0,Premium,Annual,358.0,23.0,1.0
15419,57,Male,5.0,15.0,5.0,1.0,Basic,Quarterly,156.0,28.0,1.0
15420,31,Male,8.0,12.0,2.0,3.0,Standard,Annual,257.0,12.0,1.0
15421,26,Male,35.0,20.0,9.0,13.0,Premium,Annual,915.0,1.0,1.0
15422,21,Female,58.0,12.0,0.0,8.0,Basic,Annual,513.0,9.0,0.0
15423,46,Male,34.0,30.0,5.0,8.0,Basic,Quarterly,660.0,19.0,1.0
15424,46,Female,47.0,3.0,8.0,21.0,Premium,Monthly,928.0,11.0,1.0
15425,62,Female,29.0,17.0,10.0,7.0,Basic,Monthly,843.0,9.0,1.0
15426,40,Male,3.0,7.0,9.0,5.0,Basic,Monthly,519.0,9.0,1.0
15427,34,Female,31.0,9.0,6.0,12.0,Basic,Annual,931.0,16.0,1.0
15428,45,Male,26.0,27.0,2.0,1.0,Standard,Monthly,496.0,24.0,1.0
15429,64,Male,50.0,17.0,9.0,19.0,Basic,Annual,438.0,17.0,1.0
15430,51,Male,8.0,13.0,1.0,11.0,Premium,Monthly,313.0,21.0,1.0
15431,34,Female,26.0,6.0,3.0,27.0,Standard,Monthly,353.0,25.0,1.0
15432,62,Female,14.0,16.0,7.0,26.0,Premium,Annual,164.0,18.0,1.0
15433,22,Male,21.0,9.0,3.0,14.0,Basic,Quarterly,900.0,13.0,1.0
15434,53,Male,41.0,22.0,6.0,10.0,Premium,Monthly,354.0,3.0,1.0
15435,61,Male,5.0,24.0,1.0,20.0,Basic,Quarterly,814.0,14.0,1.0
15436,28,Male,3.0,30.0,1.0,24.0,Premium,Quarterly,878.0,6.0,1.0
15437,32,Female,42.0,5.0,4.0,11.0,Premium,Monthly,513.0,14.0,1.0
15438,56,Female,48.0,30.0,2.0,4.0,Premium,Quarterly,266.0,21.0,1.0
15439,34,Female,25.0,20.0,3.0,22.0,Basic,Monthly,239.0,9.0,1.0
15440,65,Female,42.0,2.0,5.0,27.0,Basic,Monthly,950.0,2.0,1.0
15441,22,Female,55.0,26.0,7.0,19.0,Basic,Quarterly,152.0,22.0,1.0
15442,35,Male,22.0,6.0,5.0,16.0,Basic,Annual,931.0,27.0,1.0
15443,59,Female,6.0,15.0,2.0,0.0,Premium,Quarterly,809.0,23.0,1.0
15444,26,Male,44.0,19.0,6.0,1.0,Basic,Annual,930.0,24.0,1.0
15445,44,Male,6.0,8.0,0.0,16.0,Standard,Monthly,760.0,2.0,1.0
15446,62,Male,5.0,30.0,2.0,11.0,Standard,Monthly,593.0,7.0,1.0
15447,20,Male,39.0,22.0,7.0,8.0,Basic,Quarterly,152.0,9.0,1.0
15448,35,Female,35.0,17.0,0.0,12.0,Basic,Monthly,735.0,15.0,1.0
15449,18,Female,15.0,14.0,6.0,29.0,Premium,Monthly,882.0,20.0,1.0
15450,49,Female,29.0,18.0,1.0,30.0,Basic,Quarterly,860.0,24.0,1.0
15451,28,Female,58.0,2.0,10.0,11.0,Basic,Monthly,895.0,12.0,1.0
15452,60,Female,24.0,22.0,2.0,5.0,Premium,Monthly,984.0,13.0,1.0
15453,45,Female,43.0,28.0,8.0,30.0,Premium,Monthly,530.0,30.0,1.0
15454,48,Male,43.0,15.0,10.0,18.0,Basic,Monthly,805.0,19.0,1.0
15455,19,Female,9.0,5.0,3.0,13.0,Standard,Quarterly,473.0,1.0,1.0
15456,47,Male,9.0,22.0,7.0,22.0,Standard,Monthly,523.0,28.0,1.0
15457,42,Male,46.0,4.0,1.0,20.0,Standard,Monthly,284.0,4.0,1.0
15458,63,Female,16.0,24.0,9.0,29.0,Standard,Quarterly,729.0,17.0,1.0
15459,63,Female,56.0,4.0,5.0,1.0,Premium,Quarterly,370.0,11.0,1.0
15460,22,Male,3.0,21.0,0.0,5.0,Premium,Annual,563.0,7.0,0.0
15461,55,Male,17.0,11.0,3.0,6.0,Standard,Quarterly,224.0,8.0,1.0
15462,19,Male,17.0,22.0,2.0,1.0,Standard,Quarterly,876.0,24.0,1.0
15463,26,Male,36.0,6.0,10.0,26.0,Premium,Quarterly,634.0,18.0,1.0
15464,55,Female,22.0,16.0,3.0,29.0,Standard,Quarterly,605.0,1.0,1.0
15465,42,Male,41.0,13.0,4.0,8.0,Basic,Monthly,849.0,27.0,1.0
15466,35,Male,3.0,4.0,4.0,3.0,Premium,Quarterly,641.0,28.0,1.0
15467,57,Male,31.0,2.0,2.0,22.0,Basic,Quarterly,610.0,10.0,1.0
15468,18,Male,11.0,1.0,5.0,30.0,Basic,Annual,973.0,29.0,1.0
15469,28,Male,59.0,30.0,3.0,0.0,Premium,Quarterly,423.0,10.0,1.0
15470,23,Female,12.0,13.0,2.0,5.0,Basic,Monthly,247.0,11.0,1.0
15471,60,Male,37.0,19.0,0.0,29.0,Standard,Quarterly,795.0,18.0,1.0
15472,43,Female,3.0,30.0,5.0,10.0,Standard,Quarterly,428.0,6.0,1.0
15473,56,Male,11.0,5.0,7.0,22.0,Basic,Monthly,124.0,5.0,1.0
15474,27,Female,11.0,11.0,9.0,8.0,Basic,Quarterly,271.0,19.0,1.0
15475,64,Male,54.0,1.0,9.0,5.0,Basic,Monthly,948.0,26.0,1.0
15476,19,Male,10.0,28.0,0.0,4.0,Basic,Monthly,204.0,3.0,1.0
15477,50,Female,1.0,25.0,4.0,3.0,Standard,Monthly,266.0,20.0,1.0
15478,36,Female,26.0,1.0,7.0,15.0,Basic,Annual,655.0,10.0,1.0
15479,28,Female,41.0,23.0,6.0,23.0,Premium,Annual,152.0,25.0,1.0
15480,65,Male,12.0,9.0,7.0,8.0,Basic,Quarterly,468.0,22.0,1.0
15481,49,Male,19.0,21.0,1.0,15.0,Basic,Annual,844.0,9.0,0.0
15482,58,Female,60.0,25.0,2.0,11.0,Premium,Quarterly,266.0,7.0,1.0
15483,49,Male,22.0,19.0,7.0,4.0,Basic,Quarterly,205.0,5.0,1.0
15484,51,Female,52.0,19.0,10.0,5.0,Basic,Quarterly,245.0,5.0,1.0
15485,18,Female,15.0,19.0,1.0,19.0,Basic,Monthly,289.0,28.0,1.0
15486,18,Male,41.0,20.0,1.0,22.0,Premium,Annual,746.0,16.0,1.0
15487,21,Male,26.0,10.0,10.0,22.0,Basic,Monthly,841.0,13.0,1.0
15488,60,Female,45.0,28.0,4.0,27.0,Standard,Quarterly,173.0,16.0,1.0
15489,57,Male,25.0,25.0,5.0,22.0,Premium,Annual,978.0,29.0,1.0
15490,60,Female,46.0,11.0,4.0,14.0,Basic,Annual,485.0,30.0,1.0
15491,64,Male,15.0,10.0,3.0,29.0,Premium,Quarterly,602.0,2.0,1.0
15492,60,Male,46.0,21.0,10.0,12.0,Basic,Quarterly,884.0,8.0,1.0
15493,55,Male,26.0,2.0,9.0,12.0,Standard,Annual,239.0,23.0,1.0
15494,59,Female,16.0,17.0,4.0,27.0,Standard,Annual,487.0,10.0,1.0
15495,37,Female,34.0,2.0,9.0,30.0,Basic,Quarterly,625.0,15.0,1.0
15496,58,Male,41.0,2.0,7.0,16.0,Basic,Annual,634.0,16.0,1.0
15497,39,Male,24.0,4.0,2.0,2.0,Standard,Quarterly,236.0,4.0,1.0
15498,37,Female,10.0,27.0,10.0,22.0,Basic,Monthly,574.0,13.0,1.0
15499,37,Female,45.0,16.0,7.0,30.0,Basic,Annual,618.0,9.0,1.0
15500,19,Male,55.0,15.0,9.0,24.0,Basic,Quarterly,528.0,3.0,1.0
15501,37,Male,24.0,6.0,1.0,12.0,Basic,Annual,457.0,15.0,1.0
15502,51,Female,1.0,6.0,4.0,9.0,Standard,Monthly,882.0,9.0,1.0
15503,39,Male,1.0,4.0,4.0,27.0,Standard,Quarterly,828.0,6.0,1.0
15504,30,Male,16.0,26.0,8.0,23.0,Basic,Monthly,143.0,2.0,1.0
15505,60,Male,27.0,8.0,0.0,28.0,Premium,Monthly,371.0,10.0,1.0
15506,36,Female,47.0,21.0,9.0,17.0,Standard,Quarterly,729.0,29.0,1.0
15507,56,Male,1.0,5.0,9.0,4.0,Premium,Annual,866.0,21.0,1.0
15508,51,Female,47.0,2.0,8.0,23.0,Standard,Annual,541.0,24.0,1.0
15509,45,Male,2.0,14.0,4.0,9.0,Premium,Annual,179.0,20.0,1.0
15510,34,Male,32.0,12.0,7.0,11.0,Premium,Annual,922.0,22.0,1.0
15511,35,Male,10.0,4.0,0.0,0.0,Premium,Annual,784.0,6.0,0.0
15512,58,Male,54.0,6.0,10.0,30.0,Premium,Annual,412.0,3.0,1.0
15513,62,Female,21.0,11.0,10.0,21.0,Basic,Monthly,860.0,16.0,1.0
15514,59,Male,4.0,3.0,4.0,7.0,Standard,Monthly,132.0,10.0,1.0
15515,45,Female,15.0,29.0,3.0,29.0,Basic,Annual,618.0,5.0,1.0
15516,29,Female,48.0,13.0,2.0,13.0,Premium,Monthly,593.0,23.0,1.0
15517,32,Male,4.0,26.0,6.0,30.0,Basic,Monthly,791.0,7.0,1.0
15518,27,Female,37.0,28.0,5.0,13.0,Basic,Quarterly,794.0,20.0,1.0
15519,36,Male,44.0,17.0,6.0,1.0,Standard,Quarterly,203.0,27.0,1.0
15520,24,Male,43.0,9.0,7.0,6.0,Basic,Annual,306.0,27.0,1.0
15521,40,Male,10.0,24.0,8.0,0.0,Premium,Annual,700.0,23.0,1.0
15522,32,Female,1.0,6.0,8.0,1.0,Premium,Quarterly,981.0,15.0,1.0
15523,61,Female,16.0,5.0,0.0,30.0,Premium,Monthly,862.0,27.0,1.0
15524,28,Male,38.0,7.0,1.0,24.0,Standard,Monthly,505.0,26.0,1.0
15525,48,Female,51.0,23.0,4.0,13.0,Standard,Annual,901.0,20.0,1.0
15526,40,Male,14.0,15.0,9.0,11.0,Basic,Annual,725.0,3.0,1.0
15527,60,Female,9.0,5.0,9.0,15.0,Standard,Quarterly,760.0,10.0,1.0
15528,58,Male,22.0,17.0,4.0,10.0,Standard,Annual,370.0,9.0,1.0
15529,45,Female,46.0,12.0,1.0,27.0,Basic,Annual,960.0,14.0,1.0
15530,21,Male,10.0,12.0,4.0,19.0,Standard,Monthly,430.0,29.0,1.0
15531,20,Male,18.0,5.0,3.0,2.0,Standard,Annual,243.0,17.0,1.0
15532,35,Male,60.0,25.0,9.0,13.0,Premium,Annual,688.0,29.0,1.0
15533,27,Female,46.0,17.0,8.0,7.0,Premium,Annual,707.0,24.0,1.0
15534,26,Male,50.0,6.0,5.0,23.0,Standard,Monthly,784.0,6.0,1.0
15535,44,Female,22.0,27.0,1.0,14.0,Premium,Quarterly,160.0,18.0,1.0
15536,39,Female,41.0,13.0,3.0,19.0,Premium,Annual,543.0,21.0,1.0
15537,22,Male,41.0,17.0,10.0,25.0,Basic,Quarterly,265.0,23.0,1.0
15538,58,Male,33.0,9.0,1.0,22.0,Basic,Monthly,987.0,17.0,1.0
15539,30,Male,34.0,5.0,9.0,6.0,Standard,Monthly,819.0,16.0,1.0
15540,62,Female,53.0,13.0,0.0,5.0,Basic,Monthly,608.0,8.0,1.0
15541,23,Female,35.0,2.0,4.0,20.0,Standard,Quarterly,235.0,18.0,1.0
15542,32,Female,23.0,10.0,9.0,19.0,Basic,Quarterly,549.0,5.0,1.0
15543,26,Female,19.0,9.0,0.0,14.0,Premium,Annual,849.0,22.0,1.0
15544,51,Male,25.0,3.0,6.0,25.0,Premium,Monthly,470.0,29.0,1.0
15545,56,Female,21.0,13.0,10.0,9.0,Basic,Annual,778.0,16.0,1.0
15546,62,Male,21.0,12.0,1.0,19.0,Basic,Quarterly,388.0,25.0,1.0
15547,64,Female,46.0,10.0,4.0,27.0,Standard,Quarterly,769.0,11.0,1.0
15548,35,Female,39.0,17.0,5.0,22.0,Standard,Monthly,767.0,5.0,1.0
15549,24,Male,6.0,29.0,10.0,8.0,Premium,Annual,502.0,2.0,1.0
15550,40,Male,24.0,9.0,1.0,18.0,Basic,Monthly,751.0,24.0,1.0
15551,29,Male,29.0,24.0,5.0,20.0,Premium,Monthly,382.0,30.0,1.0
15552,40,Female,43.0,9.0,9.0,18.0,Basic,Monthly,673.0,19.0,1.0
15553,22,Male,14.0,30.0,10.0,18.0,Basic,Quarterly,755.0,25.0,1.0
15554,19,Male,24.0,30.0,1.0,2.0,Standard,Monthly,212.0,17.0,1.0
15555,64,Female,60.0,11.0,3.0,13.0,Premium,Quarterly,771.0,13.0,1.0
15556,21,Female,38.0,18.0,8.0,6.0,Basic,Quarterly,254.0,12.0,1.0
15557,44,Male,4.0,13.0,9.0,11.0,Basic,Quarterly,481.0,4.0,1.0
15558,27,Male,20.0,1.0,4.0,20.0,Standard,Annual,824.0,5.0,1.0
15559,54,Male,4.0,10.0,4.0,28.0,Premium,Quarterly,654.0,3.0,1.0
15560,53,Female,6.0,3.0,2.0,27.0,Premium,Quarterly,960.0,20.0,1.0
15561,39,Male,59.0,17.0,9.0,16.0,Basic,Annual,974.0,6.0,1.0
15562,48,Female,51.0,25.0,5.0,29.0,Standard,Annual,637.0,6.0,1.0
15563,19,Male,31.0,22.0,5.0,18.0,Standard,Monthly,309.0,26.0,1.0
15564,60,Male,39.0,1.0,5.0,23.0,Standard,Quarterly,770.0,16.0,1.0
15565,22,Female,57.0,15.0,4.0,27.0,Standard,Quarterly,111.0,9.0,1.0
15566,18,Male,4.0,14.0,8.0,8.0,Standard,Monthly,451.0,30.0,1.0
15567,24,Female,18.0,17.0,2.0,19.0,Standard,Annual,440.0,21.0,1.0
15568,64,Female,14.0,23.0,10.0,0.0,Standard,Monthly,615.0,2.0,1.0
15569,58,Male,32.0,25.0,6.0,10.0,Basic,Annual,127.0,25.0,1.0
15570,18,Female,24.0,14.0,10.0,30.0,Standard,Annual,267.0,1.0,1.0
15571,22,Female,27.0,6.0,7.0,14.0,Basic,Quarterly,937.0,5.0,1.0
15572,36,Male,5.0,18.0,2.0,26.0,Standard,Annual,983.0,14.0,1.0
15573,53,Male,13.0,26.0,2.0,12.0,Basic,Quarterly,374.0,30.0,1.0
15574,24,Female,27.0,16.0,2.0,14.0,Premium,Annual,483.0,29.0,1.0
15575,46,Female,13.0,1.0,0.0,0.0,Basic,Quarterly,307.0,25.0,1.0
15576,26,Female,1.0,3.0,6.0,26.0,Basic,Monthly,682.0,6.0,1.0
15577,56,Female,37.0,29.0,3.0,24.0,Basic,Quarterly,246.0,3.0,1.0
15578,30,Male,30.0,25.0,5.0,4.0,Premium,Quarterly,160.0,26.0,1.0
15579,32,Female,52.0,9.0,1.0,27.0,Premium,Quarterly,220.0,13.0,1.0
15580,44,Male,3.0,2.0,6.0,11.0,Standard,Quarterly,557.0,26.0,1.0
15581,32,Female,56.0,25.0,3.0,26.0,Standard,Annual,576.0,23.0,1.0
15582,23,Female,10.0,16.0,8.0,20.0,Standard,Annual,356.0,20.0,1.0
15583,44,Female,43.0,7.0,8.0,3.0,Premium,Quarterly,719.0,4.0,1.0
15584,50,Female,20.0,10.0,6.0,20.0,Premium,Annual,545.0,9.0,1.0
15585,19,Male,53.0,28.0,10.0,27.0,Premium,Monthly,191.0,21.0,1.0
15586,64,Male,59.0,14.0,0.0,18.0,Basic,Annual,739.0,18.0,1.0
15587,55,Male,39.0,28.0,5.0,5.0,Basic,Annual,724.0,17.0,1.0
15588,21,Female,23.0,20.0,3.0,10.0,Premium,Monthly,722.0,26.0,1.0
15589,56,Female,54.0,24.0,9.0,16.0,Basic,Annual,113.0,25.0,1.0
15590,28,Male,22.0,15.0,0.0,17.0,Basic,Quarterly,341.0,24.0,1.0
15591,46,Male,48.0,4.0,10.0,12.0,Basic,Quarterly,194.0,23.0,1.0
15592,37,Female,7.0,27.0,4.0,20.0,Standard,Annual,459.0,20.0,1.0
15593,21,Male,28.0,5.0,3.0,29.0,Premium,Monthly,603.0,26.0,1.0
15594,27,Male,33.0,9.0,4.0,5.0,Basic,Monthly,905.0,18.0,1.0
15595,50,Female,6.0,26.0,10.0,29.0,Basic,Quarterly,101.0,17.0,1.0
15596,43,Female,33.0,3.0,3.0,26.0,Standard,Annual,594.0,22.0,1.0
15597,48,Female,16.0,13.0,8.0,7.0,Standard,Quarterly,763.0,19.0,1.0
15598,27,Female,25.0,20.0,2.0,25.0,Basic,Monthly,486.0,17.0,1.0
15599,59,Male,11.0,10.0,2.0,22.0,Premium,Annual,942.0,19.0,1.0
15600,42,Female,6.0,24.0,1.0,4.0,Basic,Quarterly,750.0,18.0,1.0
15601,23,Male,46.0,4.0,2.0,26.0,Premium,Quarterly,564.0,16.0,1.0
15602,38,Female,21.0,5.0,6.0,30.0,Basic,Quarterly,815.0,30.0,1.0
15603,23,Female,20.0,7.0,5.0,10.0,Basic,Monthly,267.0,28.0,1.0
15604,61,Male,13.0,10.0,10.0,4.0,Premium,Quarterly,401.0,27.0,1.0
15605,50,Female,56.0,24.0,2.0,22.0,Standard,Quarterly,873.0,24.0,1.0
15606,51,Female,18.0,4.0,3.0,3.0,Basic,Quarterly,719.0,9.0,1.0
15607,63,Female,38.0,24.0,2.0,28.0,Basic,Monthly,412.0,11.0,1.0
15608,49,Female,30.0,8.0,9.0,25.0,Basic,Quarterly,422.0,1.0,1.0
15609,53,Female,16.0,17.0,2.0,0.0,Basic,Monthly,651.0,20.0,1.0
15610,41,Male,18.0,3.0,10.0,18.0,Premium,Quarterly,159.0,2.0,1.0
15611,44,Male,14.0,2.0,5.0,9.0,Premium,Monthly,233.0,17.0,1.0
15612,38,Female,19.0,21.0,9.0,28.0,Standard,Monthly,103.0,8.0,1.0
15613,33,Male,10.0,4.0,7.0,4.0,Standard,Monthly,150.0,9.0,1.0
15614,29,Female,2.0,22.0,9.0,26.0,Premium,Quarterly,821.0,22.0,1.0
15615,48,Male,24.0,19.0,6.0,20.0,Premium,Quarterly,908.0,21.0,1.0
15616,42,Male,56.0,27.0,1.0,23.0,Standard,Annual,725.0,29.0,1.0
15617,31,Male,55.0,24.0,6.0,6.0,Premium,Annual,144.0,30.0,1.0
15618,33,Male,6.0,3.0,4.0,9.0,Basic,Quarterly,872.0,8.0,1.0
15619,35,Female,9.0,16.0,1.0,29.0,Premium,Quarterly,154.0,19.0,1.0
15620,33,Female,51.0,20.0,1.0,30.0,Premium,Annual,572.0,15.0,1.0
15621,63,Female,44.0,28.0,10.0,10.0,Basic,Annual,386.0,27.0,1.0
15622,31,Male,36.0,20.0,8.0,28.0,Premium,Monthly,346.0,8.0,1.0
15623,31,Male,29.0,26.0,7.0,4.0,Standard,Annual,238.0,21.0,1.0
15624,47,Male,22.0,14.0,10.0,30.0,Basic,Quarterly,703.0,13.0,1.0
15625,37,Male,30.0,7.0,8.0,13.0,Premium,Annual,716.0,28.0,1.0
15626,63,Female,19.0,2.0,9.0,9.0,Basic,Annual,248.0,24.0,1.0
15627,42,Female,40.0,28.0,10.0,11.0,Premium,Quarterly,862.0,27.0,1.0
15628,18,Male,51.0,21.0,0.0,9.0,Premium,Quarterly,737.0,8.0,0.0
15629,62,Male,32.0,17.0,9.0,21.0,Basic,Monthly,755.0,6.0,1.0
15630,31,Male,54.0,3.0,5.0,24.0,Premium,Annual,410.0,27.0,1.0
15631,60,Male,22.0,2.0,9.0,22.0,Premium,Quarterly,156.0,17.0,1.0
15632,37,Male,3.0,5.0,7.0,7.0,Basic,Monthly,566.0,1.0,1.0
15633,57,Male,59.0,4.0,9.0,9.0,Premium,Monthly,184.0,27.0,1.0
15634,33,Female,5.0,20.0,7.0,26.0,Basic,Quarterly,596.0,29.0,1.0
15635,22,Male,53.0,3.0,6.0,29.0,Standard,Annual,863.0,13.0,1.0
15636,46,Female,1.0,25.0,0.0,27.0,Premium,Monthly,847.0,9.0,1.0
15637,44,Male,40.0,17.0,9.0,11.0,Basic,Annual,455.0,25.0,1.0
15638,51,Male,43.0,6.0,9.0,21.0,Basic,Annual,444.0,1.0,1.0
15639,47,Female,58.0,25.0,3.0,13.0,Standard,Monthly,907.0,19.0,1.0
15640,26,Male,18.0,11.0,1.0,30.0,Basic,Monthly,198.0,18.0,1.0
15641,32,Female,47.0,28.0,0.0,6.0,Standard,Monthly,418.0,25.0,1.0
15642,49,Female,48.0,10.0,3.0,29.0,Standard,Monthly,966.0,4.0,1.0
15643,25,Male,41.0,11.0,4.0,16.0,Premium,Annual,386.0,13.0,1.0
15644,41,Female,36.0,6.0,10.0,25.0,Basic,Annual,458.0,19.0,1.0
15645,50,Male,15.0,6.0,5.0,15.0,Premium,Annual,619.0,8.0,1.0
15646,41,Female,57.0,17.0,0.0,21.0,Premium,Quarterly,969.0,24.0,1.0
15647,52,Female,39.0,19.0,7.0,24.0,Standard,Quarterly,824.0,24.0,1.0
15648,32,Male,38.0,23.0,3.0,8.0,Basic,Quarterly,342.0,10.0,1.0
15649,28,Female,48.0,7.0,1.0,23.0,Premium,Monthly,979.0,8.0,1.0
15650,47,Female,60.0,28.0,1.0,15.0,Standard,Quarterly,987.0,23.0,1.0
15651,41,Female,5.0,17.0,10.0,6.0,Standard,Annual,877.0,12.0,1.0
15652,64,Male,36.0,19.0,1.0,17.0,Premium,Monthly,140.0,30.0,1.0
15653,57,Female,13.0,2.0,9.0,22.0,Premium,Quarterly,646.0,11.0,1.0
15654,56,Male,11.0,22.0,4.0,0.0,Basic,Quarterly,744.0,2.0,1.0
15655,56,Female,13.0,5.0,8.0,0.0,Basic,Quarterly,499.0,19.0,1.0
15656,19,Female,5.0,22.0,8.0,25.0,Basic,Annual,163.0,30.0,1.0
15657,27,Female,32.0,3.0,2.0,21.0,Standard,Annual,565.0,30.0,1.0
15658,25,Female,18.0,14.0,1.0,25.0,Standard,Monthly,710.0,25.0,1.0
15659,38,Female,39.0,11.0,2.0,19.0,Basic,Annual,849.0,29.0,1.0
15660,18,Female,27.0,8.0,3.0,20.0,Basic,Quarterly,403.0,13.0,1.0
15661,45,Female,7.0,20.0,0.0,24.0,Basic,Annual,727.0,25.0,1.0
15662,57,Male,54.0,12.0,2.0,13.0,Basic,Monthly,842.0,28.0,1.0
15663,55,Female,17.0,9.0,3.0,16.0,Standard,Annual,325.0,23.0,1.0
15664,23,Male,54.0,5.0,2.0,15.0,Premium,Annual,985.0,16.0,0.0
15665,63,Female,27.0,20.0,3.0,24.0,Standard,Monthly,792.0,28.0,1.0
15666,44,Female,28.0,15.0,10.0,23.0,Basic,Monthly,486.0,16.0,1.0
15667,55,Female,52.0,12.0,10.0,1.0,Basic,Monthly,984.0,28.0,1.0
