CustomerID,Usia,Jenis Kelamin,Masa Tenure,Frekuensi Penggunaan,Panggilan Dukungan,Keterlambatan Pembayaran,Tipe Langganan,Lama Kontrak,Total Pengeluaran,Interaksi Terakhir
2814,56,Female,49.0,25.0,4.0,21.0,Premium,Monthly,406.0,21.0
2815,24,Female,58.0,24.0,3.0,11.0,Standard,Monthly,137.0,18.0
2816,25,Female,55.0,5.0,6.0,3.0,Basic,Quarterly,380.0,14.0
2817,21,Male,57.0,19.0,9.0,5.0,Standard,Annual,274.0,30.0
2818,26,Female,48.0,12.0,8.0,29.0,Standard,Quarterly,591.0,15.0
2819,54,Male,42.0,9.0,2.0,22.0,Basic,Quarterly,892.0,23.0
2820,43,Female,21.0,12.0,8.0,22.0,Basic,Quarterly,406.0,21.0
2821,65,Female,56.0,14.0,7.0,19.0,Standard,Annual,605.0,24.0
2822,25,Female,16.0,1.0,1.0,22.0,Standard,Monthly,421.0,17.0
2823,20,Female,11.0,5.0,2.0,21.0,Standard,Monthly,631.0,24.0
2824,21,Female,33.0,19.0,4.0,8.0,Standard,Quarterly,545.0,17.0
2825,29,Female,38.0,10.0,10.0,10.0,Basic,Annual,941.0,11.0
2826,41,Female,47.0,13.0,9.0,29.0,Premium,Monthly,332.0,19.0
2827,47,Male,29.0,1.0,4.0,9.0,Standard,Annual,497.0,4.0
2828,45,Male,9.0,28.0,0.0,26.0,Standard,Annual,557.0,8.0
2829,42,Female,31.0,16.0,5.0,6.0,Premium,Monthly,872.0,13.0
2830,39,Female,50.0,7.0,8.0,6.0,Premium,Quarterly,773.0,29.0
2831,32,Female,26.0,14.0,5.0,11.0,Premium,Quarterly,152.0,16.0
2832,48,Male,30.0,24.0,8.0,28.0,Standard,Monthly,942.0,28.0
2833,45,Female,4.0,25.0,10.0,13.0,Premium,Quarterly,116.0,3.0
2834,62,Female,1.0,10.0,3.0,25.0,Premium,Monthly,134.0,16.0
2835,56,Female,19.0,3.0,6.0,9.0,Standard,Quarterly,231.0,23.0
2836,52,Female,42.0,2.0,5.0,4.0,Basic,Monthly,839.0,10.0
2837,50,Male,12.0,23.0,3.0,18.0,Basic,Monthly,175.0,10.0
2838,58,Male,35.0,20.0,5.0,2.0,Basic,Annual,747.0,30.0
2839,61,Female,10.0,24.0,3.0,9.0,Standard,Quarterly,374.0,9.0
2840,33,Female,22.0,16.0,4.0,13.0,Basic,Annual,147.0,3.0
2841,53,Female,35.0,13.0,9.0,1.0,Standard,Annual,650.0,30.0
2842,63,Female,7.0,15.0,8.0,0.0,Standard,Quarterly,191.0,17.0
2843,36,Female,21.0,6.0,7.0,16.0,Standard,Annual,497.0,14.0
2844,19,Male,15.0,28.0,7.0,19.0,Standard,Monthly,360.0,12.0
2845,43,Male,16.0,6.0,5.0,28.0,Basic,Annual,873.0,27.0
2846,21,Female,48.0,5.0,8.0,7.0,Basic,Quarterly,521.0,1.0
2847,53,Male,10.0,28.0,7.0,12.0,Basic,Monthly,493.0,15.0
2848,34,Male,45.0,23.0,3.0,17.0,Premium,Monthly,610.0,17.0
2849,43,Female,36.0,18.0,5.0,26.0,Basic,Monthly,203.0,16.0
2850,31,Female,8.0,19.0,8.0,27.0,Standard,Monthly,199.0,6.0
2851,42,Male,44.0,27.0,6.0,24.0,Basic,Annual,226.0,28.0
2852,51,Female,24.0,14.0,6.0,25.0,Basic,Quarterly,771.0,15.0
2853,42,Female,60.0,2.0,2.0,2.0,Premium,Quarterly,246.0,1.0
2854,39,Female,55.0,28.0,4.0,3.0,Premium,Annual,842.0,8.0
2855,37,Male,5.0,22.0,4.0,16.0,Premium,Quarterly,897.0,20.0
2856,61,Female,33.0,14.0,10.0,10.0,Premium,Monthly,831.0,10.0
2857,36,Female,51.0,13.0,4.0,23.0,Standard,Annual,902.0,15.0
2858,60,Male,22.0,7.0,3.0,1.0,Basic,Quarterly,480.0,7.0
2859,22,Male,3.0,26.0,5.0,2.0,Standard,Annual,952.0,3.0
2860,61,Female,59.0,20.0,3.0,21.0,Standard,Annual,657.0,8.0
2861,36,Female,58.0,19.0,1.0,30.0,Standard,Quarterly,872.0,20.0
2862,51,Female,5.0,11.0,1.0,14.0,Standard,Monthly,506.0,3.0
2863,62,Female,25.0,21.0,2.0,7.0,Standard,Monthly,496.0,8.0
2864,26,Female,3.0,25.0,2.0,6.0,Standard,Quarterly,791.0,16.0
2865,24,Female,40.0,30.0,8.0,16.0,Premium,Annual,660.0,15.0
2866,61,Male,34.0,9.0,6.0,19.0,Basic,Monthly,490.0,24.0
2867,65,Female,1.0,29.0,2.0,14.0,Standard,Quarterly,330.0,9.0
2868,65,Male,49.0,30.0,3.0,22.0,Standard,Monthly,199.0,28.0
2869,63,Male,23.0,25.0,7.0,10.0,Standard,Annual,167.0,10.0
2870,23,Female,42.0,26.0,5.0,17.0,Standard,Quarterly,377.0,29.0
2871,35,Female,34.0,3.0,10.0,15.0,Premium,Annual,514.0,24.0
2872,37,Male,53.0,23.0,5.0,21.0,Premium,Annual,354.0,29.0
2873,18,Female,18.0,22.0,1.0,15.0,Standard,Monthly,923.0,30.0
2874,60,Male,14.0,20.0,6.0,11.0,Basic,Annual,577.0,19.0
2875,65,Female,41.0,9.0,10.0,10.0,Basic,Quarterly,276.0,22.0
2876,50,Female,11.0,19.0,6.0,14.0,Standard,Quarterly,256.0,2.0
2877,21,Female,39.0,10.0,0.0,20.0,Basic,Quarterly,866.0,11.0
2878,20,Male,37.0,14.0,8.0,30.0,Standard,Quarterly,538.0,9.0
2879,34,Female,39.0,23.0,5.0,11.0,Premium,Quarterly,405.0,18.0
2880,22,Female,2.0,9.0,4.0,11.0,Premium,Monthly,375.0,15.0
2881,39,Female,24.0,22.0,7.0,28.0,Standard,Quarterly,432.0,27.0
2882,28,Male,13.0,22.0,3.0,2.0,Basic,Quarterly,480.0,4.0
2883,58,Male,5.0,5.0,9.0,23.0,Standard,Annual,601.0,29.0
2884,62,Female,4.0,4.0,1.0,17.0,Premium,Quarterly,537.0,15.0
2885,47,Female,46.0,9.0,3.0,17.0,Standard,Monthly,310.0,27.0
2886,44,Male,38.0,1.0,9.0,7.0,Premium,Quarterly,966.0,1.0
2887,53,Female,35.0,20.0,4.0,0.0,Basic,Quarterly,467.0,21.0
2888,24,Male,26.0,23.0,0.0,20.0,Premium,Annual,255.0,4.0
2889,44,Male,6.0,10.0,7.0,6.0,Premium,Monthly,936.0,3.0
2890,46,Female,36.0,8.0,1.0,19.0,Standard,Annual,690.0,19.0
2891,49,Female,14.0,9.0,9.0,0.0,Basic,Monthly,576.0,10.0
2892,37,Male,12.0,29.0,5.0,7.0,Basic,Annual,452.0,13.0
2893,42,Male,22.0,5.0,8.0,7.0,Basic,Monthly,498.0,27.0
2894,51,Female,34.0,3.0,1.0,14.0,Basic,Annual,717.0,22.0
2895,64,Female,8.0,1.0,5.0,16.0,Standard,Annual,478.0,23.0
2896,55,Female,17.0,22.0,9.0,8.0,Standard,Quarterly,756.0,15.0
2897,26,Female,8.0,13.0,5.0,21.0,Premium,Annual,847.0,28.0
2898,23,Female,36.0,16.0,2.0,4.0,Standard,Annual,304.0,28.0
2899,27,Male,56.0,14.0,6.0,17.0,Basic,Monthly,1000.0,29.0
2900,27,Female,5.0,28.0,8.0,20.0,Standard,Quarterly,544.0,2.0
2901,31,Male,28.0,17.0,7.0,6.0,Basic,Quarterly,309.0,10.0
2902,37,Male,8.0,8.0,7.0,30.0,Basic,Annual,269.0,19.0
2903,56,Male,33.0,19.0,0.0,5.0,Standard,Monthly,948.0,13.0
2904,28,Female,4.0,8.0,8.0,27.0,Basic,Annual,361.0,6.0
2905,30,Male,36.0,9.0,5.0,28.0,Premium,Annual,138.0,19.0
2906,29,Male,39.0,28.0,10.0,6.0,Premium,Monthly,314.0,7.0
2907,45,Male,50.0,9.0,6.0,24.0,Basic,Quarterly,826.0,5.0
2908,46,Female,13.0,8.0,0.0,5.0,Standard,Annual,667.0,6.0
2909,52,Female,1.0,22.0,0.0,18.0,Basic,Quarterly,733.0,5.0
2910,33,Male,41.0,29.0,8.0,3.0,Standard,Annual,943.0,12.0
2911,38,Female,26.0,23.0,2.0,27.0,Basic,Annual,374.0,26.0
2912,37,Female,10.0,12.0,7.0,29.0,Standard,Monthly,939.0,28.0
2913,19,Female,26.0,10.0,1.0,6.0,Premium,Annual,514.0,28.0
2914,37,Male,13.0,1.0,1.0,10.0,Premium,Annual,557.0,27.0
2915,48,Female,26.0,29.0,8.0,0.0,Standard,Monthly,283.0,24.0
2916,29,Female,20.0,1.0,2.0,9.0,Premium,Annual,281.0,24.0
2917,19,Female,1.0,22.0,8.0,15.0,Premium,Monthly,383.0,8.0
2918,44,Female,49.0,29.0,5.0,15.0,Basic,Monthly,216.0,3.0
2919,61,Female,43.0,10.0,0.0,27.0,Basic,Annual,639.0,5.0
2920,32,Female,3.0,13.0,1.0,18.0,Premium,Monthly,170.0,29.0
2921,65,Male,27.0,24.0,1.0,9.0,Premium,Monthly,847.0,19.0
2922,24,Female,52.0,25.0,5.0,8.0,Standard,Quarterly,190.0,4.0
2923,40,Female,11.0,18.0,1.0,13.0,Premium,Monthly,793.0,6.0
2924,41,Male,47.0,24.0,1.0,24.0,Premium,Monthly,516.0,2.0
2925,30,Female,12.0,2.0,10.0,24.0,Basic,Quarterly,327.0,22.0
2926,44,Female,11.0,21.0,2.0,5.0,Premium,Quarterly,304.0,3.0
2927,19,Female,9.0,13.0,7.0,27.0,Standard,Monthly,831.0,24.0
2928,63,Female,6.0,25.0,1.0,29.0,Standard,Quarterly,164.0,11.0
2929,45,Male,2.0,18.0,7.0,20.0,Premium,Monthly,957.0,2.0
2930,52,Male,27.0,26.0,7.0,3.0,Premium,Quarterly,634.0,18.0
2931,35,Female,10.0,26.0,5.0,8.0,Basic,Quarterly,669.0,4.0
2932,31,Female,58.0,27.0,5.0,11.0,Standard,Annual,596.0,15.0
2933,46,Male,44.0,26.0,1.0,29.0,Standard,Monthly,171.0,28.0
2934,18,Male,32.0,15.0,6.0,0.0,Premium,Monthly,280.0,2.0
2935,23,Male,51.0,21.0,1.0,26.0,Standard,Quarterly,890.0,5.0
2936,50,Female,15.0,1.0,4.0,22.0,Premium,Annual,656.0,18.0
2937,62,Male,8.0,21.0,7.0,24.0,Basic,Quarterly,486.0,30.0
2938,55,Female,1.0,1.0,9.0,19.0,Standard,Quarterly,471.0,19.0
2939,43,Male,19.0,13.0,9.0,25.0,Standard,Annual,728.0,14.0
2940,44,Female,38.0,9.0,5.0,27.0,Basic,Quarterly,118.0,11.0
2941,24,Female,49.0,11.0,7.0,12.0,Basic,Monthly,474.0,4.0
2942,38,Male,42.0,6.0,0.0,30.0,Standard,Annual,937.0,14.0
2943,43,Female,38.0,6.0,1.0,4.0,Basic,Quarterly,886.0,21.0
2944,61,Male,18.0,5.0,1.0,10.0,Premium,Annual,523.0,3.0
2945,31,Female,4.0,18.0,10.0,0.0,Standard,Quarterly,327.0,23.0
2946,36,Female,30.0,5.0,0.0,26.0,Standard,Annual,452.0,15.0
2947,63,Male,53.0,4.0,2.0,10.0,Premium,Quarterly,606.0,10.0
2948,22,Female,33.0,5.0,8.0,5.0,Basic,Monthly,775.0,8.0
2949,30,Male,57.0,6.0,5.0,13.0,Standard,Quarterly,674.0,9.0
2950,56,Male,2.0,2.0,4.0,11.0,Basic,Annual,417.0,9.0
2951,36,Male,55.0,24.0,5.0,18.0,Basic,Annual,175.0,24.0
2952,65,Male,56.0,6.0,3.0,10.0,Standard,Quarterly,881.0,4.0
2953,19,Female,24.0,23.0,9.0,1.0,Basic,Monthly,749.0,30.0
2954,30,Male,16.0,14.0,7.0,2.0,Basic,Monthly,506.0,3.0
2955,38,Male,46.0,17.0,0.0,7.0,Basic,Annual,435.0,8.0
2956,53,Male,57.0,10.0,1.0,20.0,Basic,Annual,467.0,20.0
2957,35,Female,16.0,12.0,4.0,25.0,Standard,Monthly,261.0,18.0
2958,20,Female,20.0,1.0,6.0,17.0,Basic,Annual,405.0,30.0
2959,30,Male,3.0,26.0,2.0,11.0,Standard,Monthly,649.0,9.0
2960,29,Male,13.0,24.0,3.0,7.0,Standard,Quarterly,246.0,2.0
2961,34,Female,53.0,14.0,4.0,19.0,Premium,Annual,725.0,24.0
2962,55,Female,17.0,12.0,0.0,3.0,Standard,Monthly,726.0,26.0
2963,24,Male,11.0,23.0,4.0,20.0,Standard,Quarterly,233.0,23.0
2964,52,Male,8.0,1.0,8.0,14.0,Standard,Annual,734.0,23.0
2965,59,Female,55.0,6.0,0.0,24.0,Standard,Quarterly,663.0,20.0
2966,59,Male,29.0,27.0,4.0,5.0,Standard,Monthly,489.0,19.0
2967,36,Male,48.0,30.0,7.0,20.0,Basic,Monthly,441.0,20.0
2968,51,Male,59.0,21.0,1.0,30.0,Standard,Annual,846.0,13.0
2969,35,Male,13.0,4.0,10.0,21.0,Basic,Quarterly,776.0,25.0
2970,65,Male,8.0,26.0,4.0,20.0,Standard,Quarterly,742.0,28.0
2971,34,Female,46.0,25.0,7.0,29.0,Basic,Annual,873.0,10.0
2972,54,Female,45.0,21.0,0.0,6.0,Basic,Monthly,278.0,15.0
2973,37,Female,59.0,17.0,10.0,2.0,Standard,Quarterly,574.0,6.0
2974,23,Female,57.0,25.0,6.0,4.0,Basic,Annual,880.0,14.0
2975,56,Female,35.0,2.0,8.0,0.0,Standard,Annual,757.0,19.0
2976,54,Female,32.0,12.0,9.0,28.0,Standard,Annual,999.0,23.0
2977,41,Male,6.0,30.0,8.0,17.0,Basic,Monthly,515.0,17.0
2978,39,Male,22.0,28.0,1.0,3.0,Basic,Quarterly,487.0,11.0
2979,44,Male,45.0,28.0,0.0,5.0,Basic,Monthly,591.0,15.0
2980,59,Male,17.0,2.0,0.0,26.0,Basic,Annual,140.0,20.0
2981,41,Male,1.0,16.0,5.0,17.0,Premium,Annual,542.0,5.0
2982,51,Male,44.0,25.0,5.0,2.0,Premium,Monthly,444.0,4.0
2983,41,Female,10.0,19.0,5.0,22.0,Basic,Quarterly,215.0,2.0
2984,50,Female,6.0,18.0,5.0,19.0,Basic,Monthly,862.0,30.0
2985,29,Female,43.0,18.0,2.0,28.0,Premium,Monthly,387.0,24.0
2986,43,Male,5.0,12.0,2.0,27.0,Standard,Quarterly,329.0,3.0
2987,28,Male,45.0,1.0,10.0,19.0,Basic,Monthly,309.0,22.0
2988,47,Female,44.0,26.0,10.0,23.0,Premium,Monthly,489.0,30.0
2989,58,Male,15.0,30.0,4.0,30.0,Premium,Quarterly,982.0,6.0
2990,27,Female,37.0,6.0,1.0,30.0,Basic,Annual,738.0,24.0
2991,57,Female,26.0,16.0,6.0,29.0,Premium,Annual,324.0,13.0
2992,35,Female,35.0,8.0,8.0,5.0,Basic,Monthly,492.0,17.0
2993,55,Female,55.0,25.0,4.0,7.0,Premium,Monthly,221.0,3.0
2994,33,Female,60.0,25.0,7.0,29.0,Premium,Monthly,897.0,23.0
2995,53,Female,46.0,24.0,1.0,16.0,Basic,Annual,653.0,24.0
2996,54,Male,23.0,23.0,0.0,15.0,Premium,Monthly,649.0,2.0
2997,24,Male,38.0,24.0,7.0,10.0,Standard,Annual,129.0,17.0
2998,28,Male,52.0,23.0,6.0,10.0,Standard,Quarterly,627.0,9.0
2999,61,Male,6.0,2.0,8.0,23.0,Premium,Annual,441.0,28.0
3000,65,Female,47.0,14.0,6.0,0.0,Basic,Monthly,634.0,10.0
3001,65,Male,22.0,26.0,0.0,13.0,Standard,Quarterly,575.0,1.0
3002,20,Male,50.0,22.0,8.0,0.0,Standard,Monthly,814.0,22.0
3003,43,Female,16.0,18.0,1.0,29.0,Standard,Quarterly,578.0,22.0
3004,25,Female,2.0,14.0,1.0,6.0,Standard,Monthly,925.0,22.0
3005,25,Male,17.0,12.0,0.0,10.0,Standard,Annual,427.0,27.0
3006,34,Male,60.0,2.0,9.0,13.0,Basic,Annual,647.0,23.0
3007,44,Male,41.0,2.0,6.0,24.0,Basic,Monthly,738.0,27.0
3008,42,Male,50.0,15.0,6.0,29.0,Basic,Quarterly,600.0,4.0
3009,45,Female,31.0,18.0,5.0,4.0,Basic,Annual,358.0,17.0
3010,58,Male,12.0,4.0,2.0,29.0,Standard,Quarterly,975.0,2.0
3011,43,Female,45.0,5.0,4.0,12.0,Premium,Annual,945.0,3.0
3012,38,Female,10.0,9.0,0.0,1.0,Basic,Quarterly,792.0,18.0
3013,23,Male,32.0,15.0,6.0,28.0,Basic,Quarterly,831.0,4.0
3014,20,Female,39.0,9.0,10.0,0.0,Basic,Quarterly,617.0,13.0
3015,37,Female,54.0,4.0,10.0,12.0,Standard,Quarterly,431.0,28.0
3016,20,Female,54.0,16.0,4.0,1.0,Premium,Quarterly,763.0,18.0
3017,21,Female,43.0,27.0,6.0,26.0,Basic,Monthly,231.0,28.0
3018,22,Female,41.0,7.0,6.0,17.0,Standard,Monthly,664.0,15.0
3019,46,Female,52.0,21.0,2.0,15.0,Premium,Monthly,219.0,27.0
3020,40,Male,1.0,2.0,0.0,14.0,Premium,Monthly,242.0,19.0
3021,36,Female,34.0,5.0,1.0,11.0,Premium,Annual,516.0,21.0
3022,30,Female,53.0,15.0,2.0,25.0,Standard,Quarterly,417.0,11.0
3023,57,Female,46.0,3.0,7.0,15.0,Premium,Annual,435.0,8.0
3024,39,Female,37.0,6.0,4.0,26.0,Standard,Monthly,816.0,24.0
3025,27,Male,5.0,21.0,3.0,22.0,Basic,Annual,215.0,20.0
3026,57,Male,37.0,15.0,5.0,5.0,Standard,Monthly,878.0,24.0
3027,34,Male,9.0,12.0,6.0,30.0,Basic,Quarterly,829.0,3.0
3028,61,Male,21.0,30.0,2.0,7.0,Standard,Quarterly,598.0,4.0
3029,34,Male,24.0,4.0,7.0,0.0,Basic,Monthly,833.0,4.0
3030,33,Male,52.0,19.0,10.0,12.0,Premium,Quarterly,986.0,13.0
3031,31,Male,8.0,10.0,10.0,0.0,Basic,Monthly,208.0,11.0
3032,41,Female,29.0,19.0,7.0,17.0,Premium,Quarterly,945.0,18.0
3033,41,Female,40.0,10.0,2.0,29.0,Standard,Monthly,506.0,13.0
3034,59,Male,22.0,20.0,6.0,18.0,Standard,Quarterly,125.0,23.0
3035,54,Male,16.0,30.0,9.0,18.0,Basic,Monthly,306.0,27.0
3036,23,Female,48.0,9.0,2.0,25.0,Standard,Quarterly,185.0,28.0
3037,26,Female,7.0,11.0,4.0,2.0,Basic,Quarterly,537.0,26.0
3038,62,Male,29.0,6.0,6.0,29.0,Premium,Quarterly,594.0,8.0
3039,62,Male,24.0,19.0,10.0,20.0,Standard,Monthly,295.0,1.0
3040,42,Male,25.0,29.0,8.0,14.0,Basic,Monthly,812.0,6.0
3041,24,Male,32.0,16.0,8.0,22.0,Basic,Monthly,476.0,14.0
3042,41,Female,47.0,6.0,2.0,29.0,Standard,Annual,910.0,23.0
3043,60,Female,16.0,3.0,4.0,2.0,Standard,Monthly,871.0,27.0
3044,29,Male,18.0,8.0,3.0,0.0,Premium,Quarterly,861.0,15.0
3045,32,Female,42.0,8.0,1.0,16.0,Standard,Quarterly,740.0,11.0
3046,45,Male,52.0,19.0,2.0,7.0,Standard,Annual,569.0,30.0
3047,39,Female,30.0,16.0,8.0,15.0,Standard,Annual,613.0,21.0
3048,21,Male,31.0,24.0,9.0,25.0,Standard,Quarterly,322.0,11.0
3049,47,Female,23.0,10.0,5.0,8.0,Premium,Annual,795.0,13.0
3050,65,Female,15.0,26.0,1.0,0.0,Premium,Quarterly,405.0,24.0
3051,43,Female,2.0,7.0,7.0,24.0,Standard,Monthly,230.0,8.0
3052,53,Female,3.0,27.0,6.0,1.0,Premium,Quarterly,728.0,25.0
3053,65,Female,33.0,23.0,7.0,1.0,Premium,Monthly,912.0,23.0
3054,42,Male,34.0,16.0,2.0,22.0,Premium,Annual,346.0,16.0
3055,29,Male,60.0,7.0,9.0,27.0,Standard,Monthly,992.0,27.0
3056,58,Male,47.0,5.0,6.0,8.0,Standard,Monthly,405.0,4.0
3057,37,Female,48.0,3.0,3.0,8.0,Standard,Annual,200.0,12.0
3058,31,Male,6.0,10.0,9.0,28.0,Basic,Quarterly,896.0,12.0
3059,36,Male,39.0,24.0,2.0,4.0,Basic,Monthly,287.0,27.0
3060,36,Female,40.0,12.0,5.0,11.0,Premium,Quarterly,474.0,6.0
3061,61,Male,57.0,20.0,8.0,24.0,Premium,Monthly,222.0,7.0
3062,44,Male,38.0,10.0,6.0,15.0,Premium,Annual,184.0,26.0
3063,49,Male,55.0,6.0,8.0,21.0,Standard,Annual,285.0,14.0
3064,59,Male,39.0,27.0,5.0,17.0,Standard,Monthly,477.0,20.0
3065,48,Female,22.0,7.0,4.0,10.0,Premium,Quarterly,669.0,12.0
3066,24,Male,14.0,4.0,8.0,27.0,Standard,Quarterly,767.0,26.0
3067,20,Male,18.0,16.0,2.0,17.0,Premium,Quarterly,146.0,10.0
3068,61,Female,9.0,17.0,0.0,18.0,Standard,Annual,884.0,14.0
3069,42,Female,2.0,13.0,6.0,12.0,Premium,Quarterly,434.0,4.0
3070,41,Female,35.0,1.0,3.0,26.0,Basic,Quarterly,917.0,11.0
3071,54,Male,4.0,13.0,6.0,11.0,Premium,Annual,301.0,3.0
3072,53,Female,2.0,21.0,0.0,17.0,Premium,Annual,973.0,13.0
3073,50,Male,50.0,14.0,9.0,1.0,Standard,Monthly,923.0,15.0
3074,28,Male,59.0,10.0,9.0,14.0,Premium,Quarterly,452.0,23.0
3075,30,Male,16.0,18.0,3.0,29.0,Premium,Quarterly,932.0,21.0
3076,31,Female,35.0,7.0,0.0,30.0,Premium,Monthly,456.0,5.0
3077,55,Male,15.0,19.0,1.0,2.0,Basic,Quarterly,253.0,25.0
3078,31,Female,32.0,23.0,0.0,10.0,Premium,Quarterly,573.0,10.0
3079,44,Male,45.0,27.0,10.0,8.0,Standard,Quarterly,563.0,7.0
3080,18,Female,18.0,20.0,9.0,7.0,Standard,Monthly,403.0,12.0
3081,65,Female,13.0,1.0,3.0,14.0,Basic,Monthly,456.0,13.0
3082,28,Female,24.0,5.0,3.0,2.0,Standard,Annual,684.0,22.0
3083,61,Male,23.0,9.0,5.0,10.0,Premium,Monthly,568.0,11.0
3084,61,Female,28.0,11.0,8.0,22.0,Standard,Quarterly,672.0,26.0
3085,19,Female,9.0,8.0,6.0,7.0,Basic,Annual,833.0,23.0
3086,55,Male,31.0,12.0,7.0,4.0,Basic,Annual,475.0,5.0
3087,65,Female,50.0,11.0,3.0,4.0,Premium,Annual,188.0,19.0
3088,52,Female,4.0,22.0,4.0,17.0,Basic,Annual,126.0,4.0
3089,28,Male,3.0,5.0,4.0,19.0,Premium,Monthly,930.0,15.0
3090,25,Female,44.0,6.0,2.0,5.0,Premium,Quarterly,133.0,18.0
3091,32,Female,52.0,7.0,4.0,22.0,Standard,Quarterly,545.0,20.0
3092,53,Male,8.0,8.0,8.0,20.0,Premium,Quarterly,980.0,4.0
3093,50,Female,29.0,8.0,4.0,10.0,Basic,Monthly,674.0,7.0
3094,39,Male,28.0,11.0,2.0,30.0,Standard,Monthly,920.0,27.0
3095,19,Female,5.0,4.0,0.0,20.0,Basic,Annual,869.0,6.0
3096,27,Male,46.0,17.0,3.0,18.0,Basic,Monthly,608.0,18.0
3097,24,Male,23.0,28.0,10.0,18.0,Basic,Annual,970.0,27.0
3098,25,Male,4.0,17.0,0.0,1.0,Basic,Monthly,412.0,7.0
3099,52,Male,38.0,3.0,5.0,30.0,Standard,Monthly,823.0,19.0
3100,38,Male,9.0,30.0,1.0,5.0,Standard,Monthly,904.0,18.0
3101,50,Male,20.0,13.0,2.0,26.0,Standard,Annual,112.0,1.0
3102,50,Female,30.0,22.0,3.0,7.0,Basic,Quarterly,995.0,29.0
3103,27,Male,33.0,20.0,10.0,0.0,Standard,Annual,858.0,29.0
3104,59,Male,38.0,5.0,4.0,9.0,Premium,Quarterly,220.0,4.0
3105,54,Male,33.0,9.0,3.0,24.0,Basic,Annual,254.0,27.0
3106,40,Male,23.0,16.0,9.0,29.0,Standard,Quarterly,517.0,1.0
3107,21,Female,47.0,16.0,0.0,5.0,Basic,Monthly,525.0,10.0
3108,64,Female,1.0,6.0,3.0,11.0,Premium,Monthly,617.0,2.0
3109,39,Male,51.0,29.0,4.0,10.0,Standard,Monthly,578.0,24.0
3110,52,Male,3.0,29.0,10.0,7.0,Basic,Annual,344.0,18.0
3111,21,Female,47.0,30.0,10.0,12.0,Basic,Monthly,827.0,17.0
3112,35,Male,56.0,15.0,1.0,24.0,Premium,Quarterly,667.0,5.0
3113,38,Male,49.0,17.0,7.0,3.0,Standard,Annual,565.0,27.0
3114,50,Male,25.0,1.0,3.0,24.0,Standard,Quarterly,309.0,11.0
3115,35,Female,36.0,5.0,2.0,27.0,Premium,Quarterly,747.0,7.0
3116,25,Male,2.0,15.0,9.0,0.0,Basic,Quarterly,688.0,21.0
3117,24,Male,16.0,5.0,9.0,1.0,Premium,Monthly,338.0,7.0
3118,58,Female,40.0,26.0,5.0,16.0,Standard,Monthly,996.0,8.0
3119,51,Female,1.0,22.0,9.0,14.0,Premium,Quarterly,407.0,15.0
3120,21,Female,52.0,9.0,4.0,7.0,Basic,Monthly,898.0,15.0
3121,24,Male,56.0,19.0,10.0,7.0,Premium,Annual,909.0,2.0
3122,37,Female,13.0,1.0,1.0,7.0,Basic,Quarterly,167.0,2.0
3123,25,Male,27.0,16.0,7.0,0.0,Standard,Annual,198.0,3.0
3124,62,Male,17.0,14.0,9.0,19.0,Basic,Monthly,879.0,18.0
3125,32,Male,44.0,11.0,6.0,26.0,Premium,Monthly,686.0,27.0
3126,46,Female,46.0,1.0,9.0,30.0,Standard,Quarterly,225.0,4.0
3127,65,Female,46.0,5.0,2.0,23.0,Premium,Annual,915.0,22.0
3128,42,Male,56.0,24.0,0.0,22.0,Standard,Annual,646.0,9.0
3129,53,Male,28.0,12.0,4.0,0.0,Basic,Annual,545.0,6.0
3130,61,Male,46.0,23.0,8.0,21.0,Basic,Annual,676.0,4.0
3131,41,Male,50.0,22.0,5.0,18.0,Premium,Quarterly,482.0,13.0
3132,18,Male,16.0,6.0,10.0,2.0,Premium,Annual,775.0,23.0
3133,59,Male,28.0,28.0,4.0,18.0,Standard,Monthly,504.0,14.0
3134,53,Male,24.0,2.0,9.0,12.0,Standard,Quarterly,183.0,18.0
3135,39,Male,33.0,11.0,1.0,21.0,Basic,Quarterly,496.0,5.0
3136,53,Female,55.0,19.0,1.0,0.0,Premium,Annual,828.0,8.0
3137,35,Male,17.0,6.0,10.0,17.0,Standard,Quarterly,350.0,3.0
3138,34,Male,38.0,9.0,7.0,5.0,Premium,Annual,914.0,1.0
3139,30,Female,55.0,7.0,3.0,15.0,Standard,Monthly,927.0,23.0
3140,57,Male,17.0,12.0,0.0,23.0,Standard,Annual,592.0,29.0
3141,21,Male,47.0,5.0,6.0,13.0,Standard,Quarterly,119.0,29.0
3142,62,Female,52.0,27.0,1.0,22.0,Standard,Monthly,553.0,12.0
3143,33,Female,14.0,21.0,2.0,21.0,Premium,Monthly,617.0,11.0
3144,44,Female,6.0,3.0,5.0,30.0,Standard,Quarterly,260.0,23.0
3145,20,Male,53.0,13.0,8.0,5.0,Premium,Monthly,514.0,22.0
3146,28,Male,39.0,26.0,9.0,13.0,Basic,Monthly,896.0,8.0
3147,38,Female,24.0,26.0,9.0,21.0,Basic,Annual,654.0,30.0
3148,26,Female,39.0,11.0,3.0,12.0,Premium,Quarterly,593.0,22.0
3149,18,Female,47.0,14.0,3.0,5.0,Standard,Quarterly,512.0,7.0
3150,54,Male,15.0,22.0,2.0,3.0,Standard,Monthly,970.0,10.0
3151,31,Female,24.0,16.0,4.0,2.0,Standard,Monthly,440.0,18.0
